people_group,country,population,language,longitude,latitude
"Algerian, Arabic-speaking",Germany,"232,000","Arabic, Algerian Spoken",8.662787,50.117688
"Arab, Iraqi",Germany,"5,100","Arabic, Mesopotamian Spoken",13.368876,52.539593
"Arab, Tunisian",Germany,"27,000","Arabic, Tunisian Spoken",13.364204,52.541226
Azerbaijani,Germany,"15,000","Azerbaijani, North",13.298027,52.575769
"Berber, Shawiya",Germany,"1,600",Tachawit,8.678903,50.09359
Bosniak,Germany,"290,000",Bosnian,13.322779,52.514827
Chechen,Germany,"12,000",Chechen,13.392418,52.42581
Japanese,Germany,"25,000",Japanese,11.596171,48.145918
"Jew, German",Germany,"71,000","German, Standard",13.379535,52.454541
Kabardian,Germany,"14,000",Kabardian,8.58325,50.25483
Kazakh,Germany,"5,100",Kazakh,13.359108,52.50827
Khmer,Germany,"13,000",Khmer,13.454,52.599
"Kurd, Kurmanji",Germany,"546,000","Kurdish, Northern",13.395483,52.502082
"Laz, Lazuri",Germany,"1,000",Laz,13.197584,52.541448
"Mongol, Khalka",Germany,"1,500","Mongolian, Halh",13.446077,52.529354
"Moroccan, Arabic-speaking",Germany,"47,000","Arabic, Moroccan Spoken",13.429028,52.463174
"Pashtun, Northern",Germany,"39,000","Pashto, Northern",8.681869,50.126857
"South Asian, general",Germany,"195,000",Hindi,7.818783,51.680951
Tajik,Germany,"26,000",Tajik,10.047306,53.575129
Thai,Germany,"21,000",Thai,8.667842,50.136838
Turk,Germany,"1,566,000",Turkish,7.043515,51.488
Urdu,Germany,"23,000",Urdu,13.438067,52.480814
Yazidi,Germany,"51,000","Kurdish, Northern",13.416498,52.538934
Zaza-Alevi,Germany,"31,000","Zazaki, Northern",13.386777,52.505604
Albanian,Germany,"33,000","Albanian, Gheg",9.992109,53.598089
"Arab, Syrian",Germany,"121,000","Arabic, North Levantine Spoken",13.382494,52.520152
Czech,Germany,"33,000",Czech,13.983055,51.051461
Vietnamese,Germany,"66,000",Vietnamese,13.379261,52.511211
Abkhaz,Germany,"5,100",Abkhaz,8.684357,50.096584
Assyrian,Germany,800,Assyrian Neo-Aramaic,8.231612,50.079459
"Austrian, Bavarian",Germany,"14,356,000",Bavarian,12.04638,48.20698
Basque,Germany,"33,000",Basque,11.522125,48.096972
Belarusian,Germany,"5,500",Belarusian,13.536951,52.530222
Bulgarian,Germany,"188,000",Bulgarian,13.368194,52.547622
Catalonian,Germany,"50,000",Catalan,11.624545,48.122071
Chaldean,Germany,"3,000",Chaldean Neo-Aramaic,7.177198,51.281118
Croat,Germany,"270,000",Croatian,13.436196,52.459439
Deaf,Germany,"168,000",German Sign Language,7.30478,50.81543
French,Germany,"126,000",French,8.719523,50.149952
"Frisian, Eastern",Germany,"2,100","Saxon, East Frisian Low",7.73881,52.96917
"Frisian, Northern",Germany,"59,000","Frisian, Northern",8.7438,54.80315
Galician,Germany,"41,000",Galician,9.191893,48.803779
Georgian,Germany,"25,000",Georgian,8.6,50.09
Greek,Germany,"337,000",Greek,8.681255,50.15275
Italian,Germany,"589,000",Italian,11.51088,48.112767
Lithuanian,Germany,"41,000",Lithuanian,13.33172,52.578469
Luxembourger,Germany,"15,000",Luxembourgish,6.50777,49.8833
Macedonian,Germany,"70,000",Macedonian,9.733591,52.384595
Polish,Germany,"691,000",Polish,14.13558,53.11965
"Romani, Balkan",Germany,"2,100","Romani, Balkan",10.30815,48.04872
"Romani, German",Germany,"66,000","German, Standard",10.461671,47.465232
"Romani, Sinte",Germany,"81,000","Romani, Sinte",10.024,53.551
"Romani, Vlax",Germany,"5,100","Romani, Vlax",11.71206,48.28907
Russian,Germany,"227,000",Russian,13.381982,52.525204
Saterfriesen,Germany,"2,100",Saterfriesisch,7.6875,53.0979
Serb,Germany,"259,000",Serbian,13.250892,52.436099
Slovak,Germany,"57,000",Slovak,8.8,50.14
Slovene,Germany,"83,000",Slovene,11.578842,48.13157
"Sorb, Lower Lusatian",Germany,"7,300","German, Standard",14.349777,51.358792
"Sorb, Wend",Germany,"18,000","German, Standard",14.40984,51.24031
Spaniard,Germany,"151,000",Spanish,10.030016,53.569282
Swedish,Germany,"24,000",Swedish,8.69,50.15
"Syrian Aramaic, Turoyo",Germany,"20,000",Turoyo,13.336541,52.472561
Yeniche,Germany,"17,000",Yeniche,8.47267,48.24834
"Amhara, Ethiopian",Germany,"5,800",Amharic,8.670422,50.131453
Armenian,Germany,"42,000","Armenian, Western",10.027204,53.572828
"Black African, general",Germany,"248,000",Swahili,11.557347,48.140578
British,Germany,"106,000",English,13.194108,52.546995
Cape Verdean,Germany,"3,100",Kabuverdianu,13.335647,52.465702
"Chinese, general",Germany,"113,000","German, Standard",10.46099,47.461966
Danish,Germany,"22,000",Danish,9.14497,54.79271
Dutch,Germany,"148,000",Dutch,13.308519,52.620876
Estonian,Germany,"83,000","Estonian, Standard",13.438842,52.545355
German,Germany,"59,953,000","German, Standard",11.55731,48.132697
German Swiss,Germany,"34,000","German, Swiss",8.22487,47.70272
Hungarian,Germany,"161,000",Hungarian,11.65421,48.138579
Javanese,Germany,"2,500",Javanese,8.749372,50.144247
Latvian,Germany,"9,300","Latvian, Standard",12.60089,52.47095
Mennonites,Germany,"91,000",Plautdietsch,7.65543,52.04388
Norwegian,Germany,"6,800",Norwegian,8.68,50.05
Persian,Germany,"99,000","Persian, Iranian",13.305604,52.482781
Portuguese,Germany,"134,000",Portuguese,9.953649,53.567913
Romanian,Germany,"364,000",Romanian,11.535331,48.178263
Tamil (Hindu traditions),Germany,"34,000",Tamil,13.379278,52.57858
"Tigray, Tigrinya",Germany,"25,000",Tigrigna,8.62882,50.124737
Ukrainian,Germany,"131,000",Ukrainian,13.376576,52.470203
"Americans, U.S.",Germany,"112,000",English,13.308648,52.47935
"Filipino, Tagalog",Germany,"39,000",Tagalog,9.947179,53.566879
Indonesian,Germany,"19,000",Indonesian,8.66,50.13
Korean,Germany,"16,000",Korean,8.712483,50.120464
"Anufo, Chokossi",Ghana,"111,000",Anufo,0.28419,10.16789
Arab,Ghana,"3,000","Arabic, North Levantine Spoken",-0.232694,5.599462
Chakali,Ghana,"9,400",Chakali,-1.90047,9.84855
Challa,Ghana,"4,700",Chala,0.50896,8.00089
Foodo,Ghana,"1,100",Foodo,-0.827617,9.406518
"Fulani, Maasina",Ghana,"4,900","Fulfulde, Maasina",-1.63266,10.14498
"Gonja,  Ngbanyito",Ghana,"377,000",Gonja,-1.06297,8.84915
Hausa,Ghana,"296,000",Hausa,-1.10763,10.35344
"Jula, Dyula",Ghana,"32,000",Jula,-2.695556,7.951142
Kantosi,Ghana,"3,600",Kantosi,-1.95415,10.33261
"Kotokoli, Tem",Ghana,"163,000",Tem,-0.19885,5.56824
Ligbi,Ghana,"24,000",Ligbi,-2.38744,7.90901
"Mamprusi, Manpelle",Ghana,"385,000",Mampruli,-0.76656,10.31977
"Mandingo, Mandinka",Ghana,"5,800",Mandinka,-0.431594,5.679145
Nanumba,Ghana,"73,000",Dagbani,-0.43227,9.64745
Songhai-Koyraboro,Ghana,"9,600","Songhay, Koyraboro Senni",-0.205078,5.577638
"South Asian, general",Ghana,"13,000",Hindi,-0.182642,5.554279
Wala,Ghana,"103,000",Wali,-2.34685,9.89622
Zarma,Ghana,"9,300",Zarma,-0.238874,11.061223
Akyode,Ghana,"16,000",Gikyode,0.56247,8.38279
Kamara,Ghana,"7,900",Kamara,-2.34944,8.93891
"Larteh, Gua",Ghana,"115,000",Larteh,-0.07822,5.9367
Lobi,Ghana,"9,500",Lobi,-2.770693,10.120164
Nawdm,Ghana,"7,900",Nawdm,0.10611,5.74466
"Sisaala, Pasaale",Ghana,"57,000",Paasaal,-1.83268,10.2123
"Sisaala, Western",Ghana,"47,000","Sisaala, Western",-2.38225,10.88179
Yeji,Ghana,"3,100",Chumburung,-0.2755,8.15211
Deaf,Ghana,"233,000",Ghanaian Sign Language,-0.30274,5.55225
French,Ghana,"13,000",French,-0.210104,5.571235
Adele,Ghana,"20,000",Adele,0.49416,8.13593
"Banda, Nafana",Ghana,"96,000",Nafaanra,-2.49925,8.01686
"Bassar, Ntcham",Ghana,"206,000",Ntcham,0.51095,9.20576
"Bimoba, Moba",Ghana,"243,000",Bimoba,0.00886,10.52972
"Birifor, Southern",Ghana,"197,000","Birifor, Southern",-2.55755,9.23672
British,Ghana,"8,600",English,-0.25997,5.80856
"Builsa, Buli",Ghana,"205,000",Buli,-1.26545,10.57166
"Chinese, general",Ghana,"12,000","Chinese, Mandarin",-0.202294,5.556247
Dagomba,Ghana,"1,348,000",Dagbani,-0.43227,9.64745
Dompo,Ghana,"1,600",Dompo,-2.295,8.182
Fon,Ghana,"16,000",Fon,0.631239,7.287716
German,Ghana,"4,700","German, Standard",-0.214059,5.547902
Hanga,Ghana,"11,000",Hanga,-1.57178,9.34791
Kabiye,Ghana,"47,000",Kabiye,-1.09939,9.93643
Kasem,Ghana,"181,000",Kasem,-1.54527,10.90937
"Koma, Konni",Ghana,"6,000",Konni,-1.53798,10.23498
Konkomba,Ghana,"1,012,000",Konkomba,0.12812,9.70207
"Kulango, Bouna",Ghana,"33,000","Kulango, Bouna",-2.46956,7.68959
Lama,Ghana,"3,100",Lama,-0.004,9.433
Mossi,Ghana,"495,000",Moore,-0.38503,5.7656
Namnam,Ghana,"60,000",Farefare,-0.855991,10.79449
Nankansi,Ghana,"209,000",Farefare,-0.856909,10.795268
Nawuri,Ghana,"22,000",Nawuri,0.06152,8.46181
"Nchumburu, Kyombaron",Ghana,"102,000",Chumburung,-0.2755,8.15211
"Safaliba, Safazo",Ghana,"9,300",Safaliba,-2.58244,8.94952
"Sisaala, Tumulung",Ghana,"165,000","Sisaala, Tumulung",-1.79139,10.64177
"Tamprusi, Tampele",Ghana,"25,000",Tampulma,-1.3077,9.88144
"Adan, Adangbe",Ghana,"7,000",Adangbe,0.76327,6.36989
Ahanta,Ghana,"224,000",Ahanta,-1.94475,4.8596
Akan,Ghana,"4,672,000",Akan,-1.618744,6.700449
Akan-Ahafo,Ghana,"105,000",Akan,-2.326318,7.341317
Akan-Akwamu,Ghana,"66,000",Akan,-1.33254,6.34756
Akan-Akwapem,Ghana,"762,000",Akan,-0.666449,5.861847
Akan-Akyem,Ghana,"999,000",Akan,-0.829815,6.08062
Akan-Asen,Ghana,"173,000",Akan,-1.605138,5.717942
Akan-Dankyira,Ghana,"151,000",Akan,-0.70212,5.529
Akan-Fante,Ghana,"3,335,000",Akan,-0.191762,5.592765
Akan-Kwawu,Ghana,"539,000",Akan,-0.086725,7.047543
"Akpafu, Lolobi",Ghana,"88,000",Siwu,0.45656,7.2161
Akposso,Ghana,"12,000",Ikposo,0.35685,7.48151
Anum-Boso,Ghana,"21,000",Gua,0.16932,6.52106
Anyi,Ghana,"81,000",Anyin,-2.8486,5.84007
Anyimere,Ghana,"1,100",Animere,0.42001,7.60404
"Avatime, Sideme",Ghana,"31,000",Avatime,0.41988,6.85972
Baule,Ghana,"4,100",Baoule,-1.56,6.58
Bissa,Ghana,"261,000",Bisa,-0.21479,11.12923
"Bondoukou Kulango, Nkurang",Ghana,"42,000","Kulango, Bondoukou",-2.46954,7.6899
"Bowili, Tuwuli",Ghana,"18,000",Tuwuli,0.38772,7.30524
Brong,Ghana,"1,435,000",Abron,-2.14758,7.52679
Buem,Ghana,"77,000",Lelemi,0.52633,7.33547
Cherepon,Ghana,"161,000",Cherepon,-0.10955,6.05387
"Dagaaba, Southern",Ghana,"1,124,000","Dagaare, Southern",-2.56893,10.45337
Dangme,Ghana,"1,242,000",Dangme,0.08962,6.13752
"Deg, Mo",Ghana,"52,000",Deg,-1.9202,8.18649
"Efutu, Awutu",Ghana,"157,000",Awutu,-0.45761,5.57088
Ewe,Ghana,"4,064,000",Ewe,0.5636,6.35974
"Ga, Amina",Ghana,"907,000",Ga,-0.18598,5.65488
"Gur, Farefare",Ghana,"532,000",Farefare,-0.855674,10.791919
Ibibio,Ghana,"63,000",Ibibio,-0.253366,5.575601
Ife,Ghana,"40,000",Ife,0.468828,7.412886
Igbo,Ghana,"66,000",Igbo,-0.227855,5.609179
Jwira-Pepesa,Ghana,"28,000",Jwira-Pepesa,-2.09994,5.1044
"Kalabari, Ijo",Ghana,"47,000",Kalabari,-0.122929,5.602614
Krache,Ghana,"89,000",Krache,0.00065,7.96017
Kru,Ghana,"30,000",Klao,-0.183235,5.558418
Kusaal,Ghana,"646,000",Kusaal,-0.3131,10.87395
Logba,Ghana,"12,000",Logba,0.43527,6.92556
Nchumbulu,Ghana,"2,800",Nchumbulu,-1.30881,7.6302
"Nchumunu, Dwang",Ghana,"13,000",Dwang,-0.48612,7.69224
Nkami,Ghana,"9,300",Nkami,-2.124464,6.947143
Nkonya,Ghana,"25,000",Nkonya,0.31744,7.19818
Ntrubo,Ghana,"17,000",Delo,0.53285,7.8743
"Nyangbo, Tutrugbu",Ghana,"10,000",Nyangbo,0.36401,6.82196
"Nzema, Appolo",Ghana,"364,000",Nzema,-2.5013,5.15459
"Prang, Kplang",Ghana,"2,500",Kplang,-0.81411,8.06999
"Santrokofi, Sele",Ghana,"18,000",Selee,0.42193,7.17252
Sefwi,Ghana,"394,000",Esahie,-2.8166,6.44175
Sekpele,Ghana,"37,000",Sekpele,0.58659,7.16759
"Tafi, Tegbo",Ghana,"6,900",Tafi,0.39798,6.78766
Vagla,Ghana,"17,000",Vagla,-2.38091,9.33913
Wasa,Ghana,"332,000",Wasa,-2.14262,5.62774
Yoruba,Ghana,"495,000",Yoruba,1.113434,6.104873
"Jew, English-speaking",Gibraltar,600,English,-5.34844,36.13808
"Moroccan, Arabic-speaking",Gibraltar,"1,700","Arabic, Moroccan Spoken",-5.345277,36.120378
"South Asian, general",Gibraltar,700,Hindi,-5.354269,36.140218
Gibraltarian,Gibraltar,"25,000",English,-5.35312,36.132749
Spaniard,Gibraltar,700,Spanish,-5.34757,36.13896
British,Gibraltar,"4,300",English,-5.352242,36.141051
"Arab, North Iraqi",Greece,"7,000","Arabic, North Mesopotamian Spoken",23.742393,38.017036
Japanese,Greece,"1,100",Japanese,23.724915,37.94005
"Jew, Greek",Greece,"2,900",Greek,23.327885,37.472955
"Jew, Spanish",Greece,"1,000",Ladino,22.946016,40.649904
"Kurd, Kurmanji",Greece,"21,000","Kurdish, Northern",23.710806,37.98892
Persian,Greece,"1,100","Persian, Iranian",23.71631,38.014049
Pomak,Greece,"31,000",Bulgarian,24.513038,41.280645
"South Asian, general",Greece,"120,000",Urdu,23.743556,37.973537
Swahili,Greece,"5,800",Swahili,23.748098,37.941221
Turk,Greece,"40,000",Turkish,25.35477,41.16564
Albanian,Greece,"419,000","Albanian, Gheg",21.4383,40.73253
"Arab, Syrian",Greece,"5,400","Arabic, North Levantine Spoken",23.712533,37.968262
"South Asian, Bengali-speaking",Greece,"11,000",Bengali,23.73,38
Aromanian,Greece,"198,000",Aromanian,21.25007,39.75069
Arvanites,Greece,"144,000","Albanian, Arvanitika",23.23911,38.00708
Assyrian,Greece,"9,000",Assyrian Neo-Aramaic,23.68365,37.995863
"Austrian, Bavarian",Greece,"1,700",Bavarian,23.747026,37.988074
Bulgarian,Greece,"38,000",Bulgarian,24.96848,41.34213
"Cypriots, Greek",Greece,"13,000",Greek,23.329039,37.47187
Deaf,Greece,"21,000",Greek Sign Language,23.37624,38.05355
Flemish,Greece,"1,700",West Flemish,23.746097,37.909297
French,Greece,"6,200",French,23.707236,37.943672
Georgian,Greece,"10,000",Georgian,23.72846,38.00139
Greek,Greece,"8,429,000",Greek,23.32509,37.46921
Italian,Greece,"7,700",Italian,23.730824,37.959138
Macedonian,Greece,"148,000",Macedonian,21.94895,40.71237
"Meglenite, Vlasi",Greece,"2,900","Romanian, Megleno",22.34388,41.06334
Polish,Greece,"12,000",Polish,23.704952,37.930299
Pontic Greek,Greece,"372,000",Pontic,22.98769,40.94852
"Romani, Balkan",Greece,"39,000","Romani, Balkan",23.717,38.02
"Romani, Greek",Greece,"48,000",Greek,23.21639,38.63471
Russian,Greece,"12,000",Russian,24.412673,40.941616
"Sarakatsani, Karakachan",Greece,"6,500",Greek,20.7634,39.5748
Serb,Greece,"3,900",Serbian,22.90498,40.670868
Tsakonian,Greece,"1,400",Tsakonian,22.73434,37.14057
"Arab, Egyptian",Greece,"9,100","Arabic, Egyptian Spoken",23.704659,37.978133
"Arab, Saidi",Greece,"7,400","Arabic, Saidi Spoken",23.725748,38.000913
Armenian,Greece,"32,000","Armenian, Western",22.27628,39.17123
British,Greece,"13,000",English,23.71959,37.928556
"Chinese, general",Greece,"19,000","Chinese, Mandarin",23.718948,37.978195
Danish,Greece,"1,100",Danish,23.726618,38.003139
Dutch,Greece,"2,900",Dutch,23.685018,37.951937
German,Greece,"9,400","German, Standard",23.710589,37.997516
German Swiss,Greece,"1,400","German, Swiss",23.70749,37.971795
"Romani, Vlax",Greece,"1,100","Romani, Vlax",20.95542,39.79726
Romanian,Greece,"22,000",Romanian,23.682271,37.994025
Swedish,Greece,"2,300",Swedish,23.694105,37.988353
Ukrainian,Greece,"14,000",Ukrainian,23.6895,38.00504
Yoruba,Greece,"5,300",Yoruba,23.723067,37.987269
"Americans, U.S.",Greece,"22,000",English,23.747393,37.958267
"Filipino, Tagalog",Greece,"8,600",Tagalog,23.635551,37.965218
Deaf,Greenland,100,Language unknown,-51.733517,64.175277
Danish,Greenland,"7,700",Danish,-52.15247,66.01919
"Eskimo, Greenlander",Greenland,"45,000",Greenlandic,-51.22762,68.66767
"Americans, U.S.",Greenland,"3,400",English,-51.735244,64.17464
"South Asian, general",Grenada,"4,100",Hindi,-61.752176,12.052076
Deaf,Grenada,600,Language unknown,-61.753743,12.053387
British,Grenada,"2,700",English,-61.65171,12.0632
Afro-Grenadian,Grenada,"98,000",Grenadian English Creole,-61.6544,12.15698
"Americans, U.S.",Grenada,900,English,-61.65171,12.0632
Saint Lucian,Grenada,"2,500",Lesser Antillean French Creole,-61.47248,12.45291
"Arab, Syrian",Guadeloupe,600,"Arabic, North Levantine Spoken",-61.480524,16.211683
Deaf,Guadeloupe,"3,000",Language unknown,-61.528559,16.252783
East Indian,Guadeloupe,"3,900",Tamil,-61.72202,15.998503
French,Guadeloupe,"7,700",French,-61.7395,16.06824
"Guadeloupan, mixed",Guadeloupe,"77,000",Guadeloupean French Creole,-61.67671,16.14081
Guadeloupean Creole French,Guadeloupe,"289,000",Guadeloupean French Creole,-61.52437,16.251119
Haitian,Guadeloupe,"11,000",Haitian Creole,-61.729407,16.000989
